Eintragsnummer;Tree;BLEU;BCR;FCR;Gapping;SGF;LCO;NoCCE;"Phenomena simplified (b/f/g/s/k=not-bfgs-coord);""-"" kein Phänomen, gegebenenfalls Satzkoordination(en)";Phenomena Bemerkung;Treebank-Sentence;Reconstructed-Sentence;Gold_1;Gold_2;Gold_3
1363;(s100228_VROOT(SIMPX(VF(ADVX(ADV So)))(LK-VVFIN-3sks(VVFIN-HD-3sks(VVFIN-3sks leide)))(MF-3s(NX-ON-nsf(ART-nsf die)(NN-nsf Basis))(ADJX(ADJD fürchterlich))(PX(PROP darunter)))(NF(SIMPX-FOPPMOD(SIMPX-KONJ(MF(ADVX(ADV zwar))(PX(APPR-a für)(NX-HD(NX-HD-asf(ART-asf eine)(NN-asf Reform))(NX-gsn(ART-gsn des)(NN-gsn Staatsangehörigkeitsrechts)))))(VC-VVIZU(VVIZU-HD(VVIZU einzutreten))))($, ,)(SIMPX-KONJ(MF(PX(APPRART-dsm im)(NX-HD-dsm(NN-dsm Bundestag)))(ADVX(ADV aber))(PX(APPR-d aus)(NX-HD-dsf(NN-dsf Parteiräson)))(ADJX(ADJD praktisch))(PX(APPR-a gegen)(NX-HD-apm(ART-apm die)(ADJX-apm(ADJA-apm eigenen))(NN-apm Anträge))))(VC-PTKZU(VVINF-OV(VVINF stimmen))(PTKZU-HD(PTKZU zu)(VMINF müssen)))))))($, ,)(SIMPX(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis sagt)))(MF-3s(ADVX(ADV etwa))(NX-ON-nsm(NE-nsm Max)(NE-nsm Stadler))))($. .));0,77151569559958;1;1;1;0;0;0;b+fg;fg;So leide die Basis fürchterlich darunter zwar für eine Reform des Staatsangehörigkeitsrechts einzutreten , im Bundestag aber aus Parteiräson praktisch gegen die eigenen Anträge stimmen zu müssen , sagt etwa Max Stadler .;So leide die Basis fürchterlich darunter zwar für eine Reform des Staatsangehörigkeitsrechts einzutreten stimmen_g zu_g müssen_g , im Bundestag aber aus Parteiräson praktisch gegen die eigenen Anträge stimmen zu müssen , sagt etwa Max Stadler .;So leide die Basis fürchterlich darunter zwar für eine Reform des Staatsangehörigkeitsrechts einzutreten , so_fg leide_fg die_fg Basis_fg fürchterlich_fg darunter_fg im Bundestag aber aus Parteiräson praktisch gegen die eigenen Anträge stimmen zu müssen , sagt etwa Max Stadler , .;;
1364;(s101083_VROOT(SIMPX(SIMPX-KONJ(VF(PX(APPR-d Zwischen)(NX-HD-dpn(ART-dpn den)(ADJX-dpn(PIDAT-dpn beiden))(NN-dpn Ereignissen))))(LK-VMFIN-3sis(VMFIN-HD-3sis(VMFIN-3sis muß)))(MF-3s(NX-ON-nsm(PIAT-nsm kein)(ADJX-nsm(ADJA-nsm ursächlicher))(NN-nsm Zusammenhang)))(VC-VAINF(VVPP-OV(VVPP bestanden))(VAINF-HD(VAINF haben))))($, ,)(SIMPX-KONJ(VF(ADVX(ADV dennoch)))(LK-VAFIN-3sis(VAFIN-HD-3sis(VAFIN-3sis ist)))(MF-3s(NX-ON-nsf(PPOSAT-nsf ihre)(NN-nsf Abfolge))(ADJX(ADJD symptomatisch))(PX(APPR-a für)(NX-HD(NX-HD-asm(ART-asm den)(NN-asm Charakter))(NX(NX-HD(NX-HD-gpf(ART-gpf der)(NN-gpf Beziehungen))(PX(APPR-d zwischen)(NX-HD(NX-KONJ-dsn(NE-dsn Indonesien))(KON und)(NX-KONJ-dpm(ART-dpm den)(NE-dpm USA)))))(PX(APPR-g während)(NX-HD-gpn(ART-gpn der)(ADJX-gpn(ADJA-gpn letzten))(ADJX(CARD fünfzig))(NN-gpn Jahre)))))))))($. .));0,914809536517261;0;0;0;0;1;0;k;Satz Koord + NP Koord PP;Zwischen den beiden Ereignissen muß kein ursächlicher Zusammenhang bestanden haben , dennoch ist ihre Abfolge symptomatisch für den Charakter der Beziehungen zwischen Indonesien und den USA während der letzten fünfzig Jahre .;Zwischen den beiden Ereignissen muß kein ursächlicher Zusammenhang bestanden haben , dennoch ist ihre Abfolge symptomatisch für den Charakter der Beziehungen zwischen Indonesien und den USA während der letzten fünfzig Jahre bestanden_g haben_g .;Zwischen den beiden Ereignissen muß kein ursächlicher Zusammenhang bestanden haben , dennoch ist ihre Abfolge symptomatisch für den Charakter der Beziehungen zwischen [Indonesien und den USA] während der letzten fünfzig Jahre .;;
1365;(s101163_VROOT(SIMPX(VF-3s(NX-ON(NX-HD-nsf(PIS-nsf Eine))(NX(NX-HD-gpf(ART-gpf der)(NN-gpf Stärken))(PX(APPR-d von)(NX-HD-dsn(NX-gsm(NE-gsm Gratschows))(NN-dsn Buch))))))(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis liegt)))(MF(PX(PROP darin)))(NF(CSIMPX(CKOU(KOUS daß))(MF-3s(NX-ON-nsn3(PPER-nsn3 es))(NX-OA(NX-HD-asm(ART-asm einen)(ADJX-asm(ADVX(ADV geradezu))(ADJA-asm physischen))(NN-asm Eindruck))(NX(ART-gpm der)(NX-HD(NX-KONJ-gpm(NN-gpm Schrecken))(KON und)(NX-KONJ-gpm(NN-gpm Widersprüche))))))(VC-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis vermittelt)))($, ,)(NF(RSIMPX(C-3p(NX-ON-np*(PRELS-np* die)))(MF(PX(APPR-a für)(NX-HD-apm(ART-apm die)(ADJX-apm(PIDAT-apm meisten))(ADJX-apm(ADJA-apm russischen))(NN-apm Bürger)))(PX(APPRART-dsm zum)(NX-HD-dsm(NN-dsm Alltag))))(VC-VVFIN-3pis(VVFIN-HD-3pis(VVFIN-3pis gehören))))))))($. .));1;0;0;0;0;1;0;k;NP Koord GA;Eine der Stärken von Gratschows Buch liegt darin daß es einen geradezu physischen Eindruck der Schrecken und Widersprüche vermittelt , die für die meisten russischen Bürger zum Alltag gehören .;Eine der Stärken von Gratschows Buch liegt darin daß es einen geradezu physischen Eindruck der Schrecken und Widersprüche vermittelt , die für die meisten russischen Bürger zum Alltag gehören .;Eine der Stärken von Gratschows Buch liegt darin daß es einen geradezu physischen Eindruck der Schrecken und Widersprüche vermittelt , die für die meisten russischen Bürger zum Alltag gehören .;;
1366;"(s104537_VROOT(SIMPX(SIMPX-KONJ(VF(ADVX(ADVX(PTKNEG Nicht))(ADV nur)))(LK-VAFIN-3sit(VAFIN-HD-3sit(VAFIN-3sit wurde)))(MFFKOORD(MFFKONJ-KONJ(MF-3s(NX-ON(NX-HD-nsm(ART-nsm der)(NN-nsm Alkoholausschank))(PX(APPR-d in)(NX-HD(NX-HD-dpf(ART-dpf den)(NN-dpf Kneipen))(PX(APPR-g innerhalb)(NX-HD-gpn(ART-gpn der)(NN-gpn WM-Krisengebiete)))))))(VC-VVPP(VVPP-OV(VVPP verboten))))(KON oder)(MFFKONJ-KONJ(MF-3s(NX-ON-nsf(PIAT-nsf manche)(NN-nsf Bar))(ADVX(ADV gleich))(ADVX(ADV ganz)))(VC-VVPP(VVPP-OV(VVPP geschlossen))))))($. ;)(SIMPX-KONJ(VF(PX(APPR-d in)(NX-HD-dsn(NE-dsn Toulouse))))(LK-VAFIN-3sit(VAFIN-HD-3sit(VAFIN-3sit wurde)))(MF-3s(PX(APPRART-dsn am)(NX-HD-dsn(NN-dsn Wochenende)))(ADVX(ADV sogar))(NX-ON(ART-nsf die)(NX-HD-nsf(NE-nsf Fete)(NE-nsf de)(NE-nsf la)(NE-nsf musique))))(VC-VVPP(VVPP-OV(VVPP abgeblasen)))))($. .))";1;0;1;1;0;0;0;fg;fg;"Nicht nur wurde der Alkoholausschank in den Kneipen innerhalb der WM-Krisengebiete verboten oder manche Bar gleich ganz geschlossen ; in Toulouse wurde am Wochenende sogar die Fete de la musique abgeblasen .";"Nicht nur wurde der Alkoholausschank in den Kneipen innerhalb der WM-Krisengebiete verboten oder nicht_f nur_f wurde_f manche Bar gleich ganz geschlossen ; in Toulouse wurde am Wochenende sogar die Fete de la musique abgeblasen .";"Nicht nur wurde der Alkoholausschank in den Kneipen innerhalb der WM-Krisengebiete verboten oder nicht_fg nur_fg wurde_fg manche Bar gleich ganz geschlossen ; in Toulouse wurde am Wochenende sogar die Fete de la musique abgeblasen .";;
1367;"(s99756_VROOT(SIMPX(MF(ADVX(ADV Mal)))(VC-VVINF(VVINF-HD(VVINF sehen)))($, ,)(NF(CSIMPX(CKOU(KOUS ob))(MF-3s(NX-ON(NX-HD-nsn(ART-nsn das)(NN-nsn Publikum))(PX(APPR-d in)(NX-HD(NX-HD(NX-KONJ-dsn(NE-dsn Wien))(KON oder)(NX-KONJ-dsn(NE-dsn Weimar)))(RSIMPX($LPar $LP$)(C(ADVX(PWAV wo)))(MF(SIMPX-ON($LPar "")(VF-3s(NX-ON-ns*(PIS-ns* Man)))(LK-VMFIN-3sis(VMFIN-HD-3sis(VMFIN-3sis muß)))(MF(ADJX(ADJD glücklich)))(VC-VAINF(VAINF-OV(VAINF sein)))($RPar ""))(NX-VMOD(NX-KONJ(NX-HD-asn(NN-asn Ende))(NX-asm(NN-asm Juni)))(KON und)(NX-KONJ(NX-HD-asm(NN-asm Anfang))(NX-asm(NN-asm Juli))))(PX(APPRART-dsn beim)(NX-HD-dsn(NN-dsn Kunstfest))))(VC-VAFIN-3sis(PTKZU-OV(PTKZU zu)(VVINF sehen))(VAINF-OV(VAINF sein))(VAFIN-HD-3sis(VAFIN-3sis wird)))($RPar $RP$)))))(PX(PROP darauf)))(VC-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis eingeht))))))($. .))";1;0;0;0;0;1;0;k+k;NP Koord PP;"Mal sehen , ob das Publikum in Wien oder Weimar $LP$ wo "" Man muß glücklich sein "" Ende Juni und Anfang Juli beim Kunstfest zu sehen sein wird $RP$ darauf eingeht .";"Mal sehen , ob das Publikum in Wien oder Weimar $LP$ wo "" Man muß glücklich sein "" Ende Juni und Anfang Juli beim Kunstfest zu sehen sein wird $RP$ darauf eingeht .";"Mal sehen , ob das Publikum in Wien oder Weimar $LP$ wo "" Man muß glücklich sein "" Ende Juni und Anfang Juli beim Kunstfest zu sehen sein wird $RP$ darauf eingeht .";;
1368;"(s99883_VROOT($LPar "")(SIMPX(VF-3s(NX-ON-nsm3(PPER-nsm3 Er)))(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis besteht)))(MF(PX(APPR-d in)(NX-HD-dsm(ART-dsm einem)(NN-dsm Teil))))($, ,)(NF(CSIMPX(CKOU(KOUS wenn))(MF-3s(ADJX(ADJX(ADJD gedruckt))(ADJX($LPar $LP$)(ADJD vervielfältigt)($RPar $RP$)))(NX-ON-nsn(PDS-nsn das)))(VC-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis erscheint)))($, ,)(NF(RSIMPX(C-3s(NX-ON-nsn(PRELS-nsn was)))(MF(PX(APPR-a bis)(NX-HD(NX-HD-asf(ADJX(CARD 18.00))(NN-asf Uhr))(PX(APPRART-dsm am)(NX-HD(NX-HD-dsm(ADJX-dsm(ADJA-dsm 7.))(NN-dsm Februar))(NX(CARD 1995))))))(SIMPX-ONMOD(SIMPX-KONJ(MF(ADJX(ADJD fertig)))(VC-VVPP(VVPP-HD(VVPP geschrieben))))(KON &)(SIMPX-KONJ(MF(ADJX(ADJD fertig)))(VC-VVPP(VVPP-HD(VVPP arrangiert))))))(VC-VAFIN-3sis(VVPP-OV(VVPP vorgelegen))(VAFIN-HD-3sis(VAFIN-3sis hat))))))))($. .)($RPar ""))";0,854730599883381;0;1;0;0;0;0;f;NP Koord Mod;""" Er besteht in einem Teil , wenn gedruckt $LP$ vervielfältigt $RP$ das erscheint , was bis 18.00 Uhr am 7. Februar 1995 fertig geschrieben & fertig arrangiert vorgelegen hat . """;""" Er besteht in einem Teil , wenn gedruckt $LP$ vervielfältigt $RP$ das erscheint , was bis 18.00 Uhr am 7. Februar 1995 fertig geschrieben & was_f fertig arrangiert vorgelegen hat . """;Er besteht in einem Teil , wenn gedruckt $LP$ vervielfältigt $RP$ das erscheint , was bis 18.00 Uhr am 7. Februar 1995 fertig geschrieben & fertig arrangiert vorgelegen hat .;;
1369;(s100200_VROOT(SIMPX(VF(ADVX(ADV Endlich)))(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis traut)))(MF-3s(NX-OA-as*3(PRF-as*3 sich))(ADVX(ADV mal))(ADVX(ADV wieder))(NX-ON(NX-HD-nsm(PIS-nsm einer))(PX(APPR-d von)(NX-HD-dp*1(PPER-dp*1 uns)))))($, ,)(NF(SIMPX-OS(MF(ADJX(ADJD richtig))(PX(APPR-a auf)(NX-HD-asf(ART-asf die)(NN-asf Pauke))))(VC-PTKZU(PTKZU-HD(PTKZU zu)(VVINF hauen)))($, ,)(NF(CSIMPX(CKOU(KOUS nachdem))(MF-3s(NX-ON(NX-KONJ-nsm(NE-nsm Genscher))(KON und)(NX-KONJ-nsm(ADVX(ADV erst))(ADVX(ADV recht))(NE-nsm Kinkel)))(NX-OA-asf(ART-asf die)(NE-asf FDP))(PX(APPRART-dsm zum)(NX-HD-dsm(NN-dsm Kanzlerwahlverein))))(VC-VAFIN-3pit(VVPP-OV(VVPP degradiert))(VAFIN-HD-3pit(VAFIN-3pit hatten))))))))($, ,)(SIMPX(LK-VVFIN-3pis(VVFIN-HD-3pis(VVFIN-3pis sagen)))(MF-3p(NX-OD-dp*3(PRF-dp*3 sich))(NX-ON-np*(PIS-np* einige))))($. .));0,893524837210697;0;0;0;0;1;0;k;NP Koord SB;Endlich traut sich mal wieder einer von uns , richtig auf die Pauke zu hauen , nachdem Genscher und erst recht Kinkel die FDP zum Kanzlerwahlverein degradiert hatten , sagen sich einige .;Endlich traut sich mal wieder einer von uns , richtig auf die Pauke zu hauen degradiert_g hatten_g , nachdem Genscher und erst recht Kinkel die FDP zum Kanzlerwahlverein degradiert hatten , sagen sich einige .;Endlich traut sich mal wieder einer von uns , richtig auf die Pauke zu hauen , nachdem Genscher und erst recht Kinkel die FDP zum Kanzlerwahlverein degradiert hatten , sagen sich einige .;;
1370;"(s100709_VROOT(SIMPX(KOORD(KON Aber))(VF-3s(NX-ON-nsn(PDS-nsn das)))(LK-VVFIN-3sit(VVFIN-HD-3sit(VVFIN-3sit reichte))))($. :)(SIMPX(VF(ADJX(ADJD Prompt)))(LK-VAFIN-3pit(VAFIN-HD-3pit(VAFIN-3pit wurden)))(MF-3p(NX-ON(NX-HD(NX-HD-npm(PIDAT-npm sämtliche)(NN-npm Güterverkehre))($, ,)(NX(NX-KONJ($LPar "")(NX-HD-npf(ART-npf die)(NN-npf Apfelsinenkisten))(PX(APPR-d aus)(NX-HD-dsn(NE-dsn Spanien)))($RPar ""))(NX-KONJ-nsn($LPar "")(ADVX(ADV eben))(PIS-nsn alles)($RPar ""))))(PX(APPR-d nach)(NX-HD-dsn(NE-dsn Skandinavien))))(PX(APPR statt)(PX(ADVX(KOKOM wie)(ADV bisher))(APPR-a via)(NX-HD-asn(NE-asn Puttgarden))))(PX(APPR-a über)(NX-HD-asm(ART-asm den)(ADJX-asm(ADJA-asm Großen))(NN-asm Belt))))(VC-VVPP(VVPP-OV(VVPP abgewickelt))))($, ,)(SIMPX(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis sagt)))(MF-3s(NX-ON-nsm(NE-nsm Vollmer))))($. .))";1;0;0;0;0;1;0;k;NP Koord Apposition;"Aber das reichte : Prompt wurden sämtliche Güterverkehre , "" die Apfelsinenkisten aus Spanien "" "" eben alles "" nach Skandinavien statt wie bisher via Puttgarden über den Großen Belt abgewickelt , sagt Vollmer .";"Aber das reichte : Prompt wurden sämtliche Güterverkehre , "" die Apfelsinenkisten aus Spanien "" "" eben alles "" nach Skandinavien statt wie bisher via Puttgarden über den Großen Belt abgewickelt , sagt Vollmer .";"Aber das reichte : Prompt wurden sämtliche Güterverkehre , "" die Apfelsinenkisten aus Spanien "" "" eben alles "" nach Skandinavien statt wie bisher via Puttgarden über den Großen Belt abgewickelt , sagt Vollmer .";;
1371;(s104458_VROOT(SIMPX(VF-1p(NX-ON-np*1(PPER-np*1 Wir)))(LK-VVFIN-1pis(VVFIN-HD-1pis(VVFIN-1pis erhalten)))(MF(NX-OA(NX-HD-asm(ART-asm einen)(NN-asm Einblick))(PX(APPR-a in)(NX-HD(NX-HD-asm(ART-asm den)(ADJX(ADJX-asm(ADJA-asm langen))(KON und)(ADJX-asm(ADJA-asm mühsamen)))(NN-asm Weg))(PX(APPR-d zu)(NX-HD-dsf(ART-dsf der)(NN-dsf Erkenntnis)))))))(NF(CSIMPX(CKOU(KOUS daß))(MF-3s(PX(APPR-g trotz)(NX-HD-gpf(ART-gpf der)(ADJX-gpf(ADJA-gpf hohen))(NN-gpf Mauern)))($, ,)(NX-ON(NX-KONJ-nsn(NN-nsn links))(KON und)(NX-KONJ-nsn(NN-nsn rechts)))(NX-OA-ap*3(PRF-ap*3 einander))(ADVX(ADV genauso)))(VC-VVFIN-3pis(VVFIN-HD-3pis(VVFIN-3pis bedingen)))(NF(ADJX(ADJX(KOKOM wie)(ADJX(ADJX(ADJD männlich))(KON und)(ADJX(ADJD weiblich))))($, ,)(NX-KONJ(KOKOM wie)(NX-HD(NX-KONJ-nsm(NN-nsm Tag))(KON und)(NX-KONJ-nsf(NN-nsf Nacht)))))))))($. .));1;0;0;0;0;1;0;k+k+k+k;NP Koord PP + NP Koord SB;Wir erhalten einen Einblick in den langen und mühsamen Weg zu der Erkenntnis daß trotz der hohen Mauern , links und rechts einander genauso bedingen wie männlich und weiblich , wie Tag und Nacht .;Wir erhalten einen Einblick in den langen und mühsamen Weg zu der Erkenntnis daß trotz der hohen Mauern , links und rechts einander genauso bedingen wie männlich und weiblich , wie Tag und Nacht .;Wir erhalten einen Einblick in den langen und mühsamen Weg zu der Erkenntnis daß trotz der hohen Mauern , links und rechts einander genauso bedingen wie männlich und weiblich , wie Tag und Nacht .;;
1372;(s99346_VROOT(SIMPX(SIMPX-KONJ(VF-3s(NX-ON-nsf(NE-nsf Karin)(NE-nsf Beier)))(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis zeigt)))(MF(NX-OA(NX-gsm(NE-gsm Shakespeares))(NX-HD(NX-HD-asn(NN-asn Maß))(PX(APPR-a für)(NX-HD-asn(NN-asn Maß)))))))($, ,)(SIMPX-KONJ(VF-3s(NX-ON-nsm(NE-nsm Dimiter)(NE-nsm Gottscheff)))(MF(FX-OA(FM King)(NX-asm(NE-asm Lear)))))($, ,)(SIMPX-KONJ(VF-3s(NX-ON-nsf(NE-nsf Thirza)(NE-nsf Bruncken)))(MF(NX-OA(NX-gsm(NE-gsm Grabbes))(NX-HD(FX-KONJ(FM Don)(NX-asm(NE-asm Juan)))(KON und)(NX-KONJ-asm(NE-asm Faust))))))($, ,)(SIMPX-KONJ(VF-3s(NX-ON-nsm(NE-nsm Matthias)(NE-nsm Hartmann)))(MF(NX-OA-asm(NX-NE-gsm(NE-gsm Strindbergs))(NN-asm Rausch))))($, ,)(SIMPX-KONJ(VF-3s(NX-ON-nsm(NE-nsm Goetz)(NE-nsm Loepelmann)))(MF(NX-OA(NX-KONJ-asm(NE-asm Emil))(KON und)(NX-KONJ-apm(ART-apm die)(NN-apm Detektive))))))($. .));0,893524837210697;0;0;0;0;1;0;k;NP Koord OA;Karin Beier zeigt Shakespeares Maß für Maß , Dimiter Gottscheff King Lear , Thirza Bruncken Grabbes Don Juan und Faust , Matthias Hartmann Strindbergs Rausch , Goetz Loepelmann Emil und die Detektive .;Karin Beier zeigt Shakespeares Maß für Maß , Dimiter Gottscheff King Lear , Thirza Bruncken Grabbes Don Juan und Faust , Dimiter_f Gottscheff_f Matthias Hartmann Strindbergs Rausch , Goetz Loepelmann Emil und die Detektive .;Karin Beier zeigt [Shakespeares Maß für Maß , Dimiter Gottscheff King Lear , Thirza Bruncken Grabbes Don Juan und Faust , Matthias Hartmann Strindbergs Rausch , Goetz Loepelmann Emil und die Detektive] .;;
1373;(s100498_VROOT(SIMPX(VF(PX(APPR-d Mit)(FX-HD(FM(FM(FM Sabbath)(FM in))(FM Paradise)))))(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis kommt)))(MF-3s(PX(APPR-d nach)(NX-HD(NX-HD-dsn(NX-gsm(NE-gsm Julian)(NE-gsm Benedikts))(NN-dsn Porträt))(NX(NX-KONJ-gsn(ART-gsn des)(NN-gsn Blue-Note-Labels))(KON und)(NX-KONJ(NX-APP-gsm(PPOSAT-gsn dessen)(NN-gsm Gründers))(NX-APP-gsm(NE-gsm Alfred)(NE-gsm Lion))))))(ADVX(ADV bereits))(NX-ON-nsf(ART-nsf die)(ADJX-nsf(ADJA-nsf zweite))(ADJX-nsf(ADJA-nsf deutsche))(NN-nsf Dokumentation))(PX(APPRART-asn ins)(NX-HD-asn(NN-asn Kino))))($, ,)(NF(RSIMPX(C-3s(NX-ON-nsf(PRELS-nsf die)))(MF(NX-OA(NX-HD-apf(ART-apf die)(ADJX-apf(ADJA-apf jüdischen))(NN-apf Wurzeln))(NX-gsf(ART-gsf der)(ADJX-***(NE-gsf New)(ADJA-*** Yorker))(NN-gsf Jazz-Szene))))(VC-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis aufspürt))))))($. .));1;0;0;0;0;1;0;k;NP Koord GA;Mit Sabbath in Paradise kommt nach Julian Benedikts Porträt des Blue-Note-Labels und dessen Gründers Alfred Lion bereits die zweite deutsche Dokumentation ins Kino , die die jüdischen Wurzeln der New Yorker Jazz-Szene aufspürt .;Mit Sabbath in Paradise kommt nach Julian Benedikts Porträt des Blue-Note-Labels und dessen Gründers Alfred Lion bereits die zweite deutsche Dokumentation ins Kino , die die jüdischen Wurzeln der New Yorker Jazz-Szene aufspürt .;Mit Sabbath in Paradise kommt nach Julian Benedikts Porträt [des Blue-Note-Labels und dessen Gründers Alfred Lion] bereits die zweite deutsche Dokumentation ins Kino , die die jüdischen Wurzeln der New Yorker Jazz-Szene aufspürt .;;
1374;"(s104047_VROOT(SIMPX(VF(SIMPX-OS($LPar "")(SIMPX-KONJ(VF(ADJX(ADVX(ADV So))(ADJD schlimm)))(LK-VAFIN-3sis(VAFIN-HD-3sis(VAFIN-3sis wird)))(MF-3s(NX-ON-nsn3(PPER-nsn3 `s))(ADVX(ADV schon))(ADVX(PTKNEG nicht)))(VC-VAINF(VAINF-OV(VAINF sein))))($, ,)(SIMPX-KONJ(VF-1s(NX-ON-ns*1(PPER-ns*1 ich)))(LK-VAFIN-1sis(VAFIN-HD-1sis(VAFIN-1sis hab')))(MF(ADVX(ADV auch))(NX-OA-asm(PIAT-asm keinen)(NN-asm Musterhaushalt))))($RPar "")))($, ,)(LK-VVFIN-3sis(VVFIN-HD-3sis(VVFIN-3sis bekommt)))(MF-3s(NX-ON-nsm(ART-nsm ein)(NN-nsm Messie)))(VC-PTKZU(PTKZU-OV(PTKZU zu)(VVINF hören)))($, ,)(NF(RSIMPX(C-3s(NX-ON-nsm(PRELS-nsm der)))(MF(NX-OA-apm(ADJX-apm(ADJA-apm zudringliche))(NN-apm Besucher))(PX(APPR-d von)(NX-HD-dsf(PPOSAT-dsf seiner)(NN-dsf Türschwelle))))(VC-VMFIN-3sis(VVINF-OV(VVINF vertreiben))(VMFIN-HD-3sis(VMFIN-3sis will))))))($. .))";0,84986446467415;0;0;0;0;0;1;-;Satz Koord;""" So schlimm wird `s schon nicht sein , ich hab' auch keinen Musterhaushalt "" , bekommt ein Messie zu hören , der zudringliche Besucher von seiner Türschwelle vertreiben will .";""" So schlimm wird `s schon nicht sein , ich hab' auch keinen Musterhaushalt sein_g "" , bekommt ein Messie zu hören , der zudringliche Besucher von seiner Türschwelle vertreiben will .";So schlimm wird `s schon nicht sein , ich hab' auch keinen Musterhaushalt  , bekommt ein Messie zu hören , der zudringliche Besucher von seiner Türschwelle vertreiben will .;;
1375;"(s103438_VROOT(SIMPX(SIMPX-KONJ(VF(ADVX(ADV Morgen)))(LK-VVFIN-3pis(VVFIN-HD-3pis(VVFIN-3pis treten)))(MF-3p(PX(APPRART-dsm im)(NX-HD(NX-HD-dsm(NN-dsm Rahmen))(NX(NX-APP-gsn(ART-gsn des)(NN-gsn Festivals))(NX-APP-nsm($LPar "")(ADJX-***(ADJA-*** Bonner))(NN-nsm Sommer)($RPar "")))))(PX(APPR-d auf)(NX-HD-dsm(ART-dsm dem)(NN-dsm Marktplatz)))(NX-ON(NX-HD-npm(NN-npm Volkstänzer))(PX(APPR-d von)(NX-HD-dsf(DP-dsf(ADVX(ADV irgend))(ART-dsf 'ner))(NN-dsf Botschaft)))))(VC(PTKVZ auf)))($LPar "")(SIMPX-KONJ(SIMPX-KONJ(VF(NX-OD-dp*(PDS-dp* den)))(LK-VVFIN-1pis(VVFIN-HD-1pis(VVFIN-1pis lassen)))(MF-1p(NX-ON-np*1(PPER-np*1 wir))(NX-OA-asm(ART-asm den)(NN-asm Vortritt))))($, ,)(SIMPX-KONJ(VF(ADVX(ADV da)))(LK-VAFIN-1pis(VAFIN-HD-1pis(VAFIN-1pis sind)))(MF-1p(NX-ON-np*1(PPER-np*1 wir))(ADVX(ADV ja))(ADJX(ADJD kulant)))))($RPar ""))($. .))";1;0;0;0;0;0;1;-;Satz Koord;"Morgen treten im Rahmen des Festivals "" Bonner Sommer "" auf dem Marktplatz Volkstänzer von irgend 'ner Botschaft auf "" den lassen wir den Vortritt , da sind wir ja kulant "" .";"Morgen treten im Rahmen des Festivals "" Bonner Sommer "" auf dem Marktplatz Volkstänzer von irgend 'ner Botschaft auf "" den lassen wir den Vortritt , da sind wir ja kulant "" .";"Morgen treten im Rahmen des Festivals "" Bonner Sommer "" auf dem Marktplatz Volkstänzer von irgend 'ner Botschaft auf "" den lassen wir den Vortritt , da sind wir ja kulant "" .";;
1376;(s102726_VROOT(SIMPX(VF-3s(NX-ON(NX-HD-nsf(ART-nsf Die)(ADJX-nsf(ADJA-nsf größte))(NN-nsf Enttäuschung))(ADVX(ADV aber))))(LK-VAFIN-3sis(VAFIN-HD-3sis(VAFIN-3sis ist)))(MF(NX-PRED(NX-APP-nsn(NE-nsn Großbritannien))($, ,)(NX-APP(NX-HD-nsm(ART-nsm der)(ADJX-nsm(ADJA-nsm zweitgrößte))(NN-nsm Emittent))(NX-gsf(ART-gsf der)(NE-gsf EU)))))($, ,)(NF(RSIMPX(C-3s(NX-ON-nsm(PRELS-nsm der)))(MF(NX-OA(ADVX(ADVX(PTKNEG nicht))(ADVX(ADV mehr)))(NX-KONJ-apn(ART-apn die)(ADJX-apn(PX(APPR-d von)(NX-HD-dsm(NE-dsm Tony)(NE-dsm Blair)))(PX(APPRART-dsm zum)(NX-HD-dsm(NN-dsm Amtsantritt)))(ADJA-apn angekündigten))(ADVX(ADV minus))(ADJX(CARD 20))(NN-apn Prozent))))(VC-VMFIN-3sis(VVINF-OV(VVINF erbringen))(VMFIN-HD-3sis(VMFIN-3sis will)))($, ,)(NF(PX(KON sondern)(ADVX(ADV nur))(ADVX(ADV noch))(NX-KONJ(ADVX(ADV minus))(ADJX(CARD 12))))))))($. .));0,853780764429409;0;0;1;0;0;0;g;gapping;Die größte Enttäuschung aber ist Großbritannien , der zweitgrößte Emittent der EU , der nicht mehr die von Tony Blair zum Amtsantritt angekündigten minus 20 Prozent erbringen will , sondern nur noch minus 12 .;Die größte Enttäuschung aber ist Großbritannien , der zweitgrößte Emittent der EU , der nicht mehr die von Tony Blair zum Amtsantritt angekündigten minus 20 Prozent erbringen will , sondern nur noch minus 12 .;Die größte Enttäuschung aber ist Großbritannien , der zweitgrößte Emittent der EU , der nicht mehr die von Tony Blair zum Amtsantritt angekündigten minus 20 Prozent erbringen will , sondern der_g nur noch minus 12 erbringen_g will_g .;;
