Sent_no;Original sentence;Comments;Canonical form;gold2 (LCO);General order of re-inspection;FCR;Gapping;FG;BCR;SGF;Sentence Length
s29627;er schreibt nicht , was man nicht schreiben kann : biographische Gesamtansichten , sondern folgt geduldig den Grundgedanken seiner Autoren , um statt ihres Lebens ihr Denken zu rekonstruieren , in dem dann freilich auch ein Stück Leben enthalten sein mag . ;;er schreibt nicht , was man nicht schreiben kann : biographische Gesamtansichten , sondern er_f folgt geduldig den Grundgedanken seiner Autoren , um statt ihres Lebens ihr Denken zu rekonstruieren , in dem dann freilich auch ein Stück Leben enthalten sein mag . ;;;1;0;0;0;0;42
s39118;Er sei ein überzeugter Verfechter der Preisstabilität , habe eine unabhängige Einstellung und sei zudem eine `` beeindruckende Erscheinung '' . ;;Er sei ein überzeugter Verfechter der Preisstabilität , er_f habe eine unabhängige Einstellung und er_f sei zudem eine `` beeindruckende Erscheinung '' . ;Er sei ein überzeugter Verfechter der Preisstabilität , habe eine unabhängige Einstellung und sei zudem eine `` beeindruckende Erscheinung '' . ;;1;0;0;0;0;21
s6071;Er sei eindeutig `` ein Schmitt-Weigand-Mann '' und daher als Nachfolger nicht tragbar , heißt es . ;unlikes;Er sei eindeutig `` ein Schmitt-Weigand-Mann '' und er_fg ist_fg daher als Nachfolger nicht tragbar , heißt es . ;;;0;0;1;0;0;17
s30287;Er selber , so steigert Scharping die Spannung weiter , er selber halte sich an den Vorstandsbeschluß vom 16. Oktober und kandidiere . ;tricky to avoid bcr for the first conjunct-encoded as discontiuous RE in NP;Er selber , so steigert Scharping die Spannung weiter , er selber halte sich an den Vorstandsbeschluß vom 16. Oktober und er_f kandidiere . ;Er selber , so steigert Scharping die Spannung weiter , er selber halte sich an den Vorstandsbeschluß vom 16. Oktober und kandidiere . ;;1;0;0;0;0;23
s9208;Er selbst , der an der Brera Malerei studiert hatte und , gewissermaßen en passant , in Jurisprudenz promovierte , schrieb über Jahrzehnte für die angesehensten italienischen Tages- und Wochenzeitungen . ;;Er selbst , der an der Brera Malerei studiert hatte und der_f , gewissermaßen en passant , in Jurisprudenz promovierte , schrieb über Jahrzehnte für die angesehensten italienischen Tages- und Wochenzeitungen . ;;;1;0;0;0;0;31
s38459;Er sieht sich als `` Euro-optimistisch '' , will aber nicht als `` euro-fromm '' gelten . ;;Er sieht sich als `` Euro-optimistisch '' , er_f will aber nicht als `` euro-fromm '' gelten . ;Er sieht sich als `` Euro-optimistisch '' , will aber nicht als `` euro-fromm '' gelten . ;;1;0;0;0;0;17
s45637;Er solle sich nicht aufregen , sondern lieber mal bei seinen Vorgesetzten beschweren , riet eine mitleidige Passagierin . ;"local coord blocked by ""sich""";Er solle sich nicht aufregen , sondern er_fg solle_fg sich_fg lieber mal bei seinen Vorgesetzten beschweren , riet eine mitleidige Passagierin . ;;;0;0;1;0;0;19
s13806;Er spricht von `` obsoleten Vorstellungen '' der `` hergebrachten Grundsätze des Berufsbeamtentums '' und rät zu einer konsequenten `` Entbeamtungspolitik '' : ;;Er spricht von `` obsoleten Vorstellungen '' der `` hergebrachten Grundsätze des Berufsbeamtentums '' und er_f rät zu einer konsequenten `` Entbeamtungspolitik '' : ;Er spricht von `` obsoleten Vorstellungen '' der `` hergebrachten Grundsätze des Berufsbeamtentums '' und rät zu einer konsequenten `` Entbeamtungspolitik '' : ;;1;0;0;0;0;23
s14622;Er spricht von einer künftigen Union , die selbst Recht setzt und kontrolliert , und er nennt ein Vorbild aus ferner Vergangenheit : das Römische Reich mit seinem römischen Recht . ;;Er spricht von einer künftigen Union , die selbst Recht setzt und die_f selbst_f Recht_f kontrolliert , und er nennt ein Vorbild aus ferner Vergangenheit : das Römische Reich mit seinem römischen Recht . ;;;1;0;0;0;0;31
s27587;Er stammt aus einer mittelgrossen NATO-Nation und verursacht somit keine Widerstände . ;;Er stammt aus einer mittelgrossen NATO-Nation und er_f verursacht somit keine Widerstände . ;Er stammt aus einer mittelgrossen NATO-Nation und verursacht somit keine Widerstände . ;;1;0;0;0;0;12
s35823;Er stützt sich auf eine runderneuerte CDU und eine Riege selbstbewußter Kreisvorsitzender und kann , einmalig in der Republik , einen fast 40prozentigen Frauenanteil in der CDU-Fraktion vorweisen . ;;Er stützt sich auf eine runderneuerte CDU und eine Riege selbstbewußter Kreisvorsitzender und er_f kann , einmalig in der Republik , einen fast 40prozentigen Frauenanteil in der CDU-Fraktion vorweisen . ;;;1;0;0;0;0;29
s21969;Er teilt den Verantwortlichen nicht nur mit , wie sparsam ihr Energieverbrauch im Vergleich zum Durchschnitt der Bauten gleicher Art und Nutzung ist , sondern nennt auch das jeweils effizienteste Beispiel . ;;Er teilt den Verantwortlichen nicht nur mit , wie sparsam ihr Energieverbrauch im Vergleich zum Durchschnitt der Bauten gleicher Art und Nutzung ist , sondern er_f nennt auch das jeweils effizienteste Beispiel . ;;;1;0;0;0;0;32
s22114;Er trägt nämlich genau jene so seltenen Marginalien des Kinos zusammen , wo das Kollektiv sichtbar wird und sich in den Filmen die Geschichten herausbilden . ;;Er trägt nämlich genau jene so seltenen Marginalien des Kinos zusammen , wo das Kollektiv sichtbar wird und wo_f sich in den Filmen die Geschichten herausbilden . ;;;1;0;0;0;0;26
s26632;Er trat nicht mehr leibhaftig auf , war nur noch präsent über die technischen Vermittlungskanäle : Ein Künstler des technischen Zeitalters in aller Konsequenz . ;;Er trat nicht mehr leibhaftig auf , er_f war nur noch präsent über die technischen Vermittlungskanäle : Ein Künstler des technischen Zeitalters in aller Konsequenz . ;;;1;0;0;0;0;25
s26;Er tritt in die GM-Verwaltung ein und wird Großaktionär des Autokonzerns . ;;Er tritt in die GM-Verwaltung ein und er_f wird Großaktionär des Autokonzerns . ;Er tritt in die GM-Verwaltung ein und wird Großaktionär des Autokonzerns . ;;1;0;0;0;0;12
s24674;er überstand ein gutes Dutzend Attentatsversuche und durchlebte mindestens zwei Krisen , in denen die Existenz der Dynastie auf dem Spiel stand : 1967 , als er im iraelisch-arabischen `` Blitzkrieg '' die palästinensische Westhälfte seines `` Reiches '' einschließlich der Altstadt von Jerusalem verlor , und im `` Schwarzen September '' 1970 , während des beinahe tödlichen Sturmes der PLO-Fedajiin auf die jordanische Monarchie . ;;er überstand ein gutes Dutzend Attentatsversuche und er_f durchlebte mindestens zwei Krisen , in denen die Existenz der Dynastie auf dem Spiel stand : 1967 , als er im iraelisch-arabischen `` Blitzkrieg '' die palästinensische Westhälfte seines `` Reiches '' einschließlich der Altstadt von Jerusalem verlor , und als_g er_g die_g palästinensische_g Westhälfte_g seines_g ``_g Reiches_g ''_g einschließlich_g der_g Altstadt_g von_g Jerusalem_g verlor_g   im `` Schwarzen September '' 1970 , während des beinahe tödlichen Sturmes der PLO-Fedajiin auf die jordanische Monarchie . ;er überstand ein gutes Dutzend Attentatsversuche und er_f durchlebte mindestens zwei Krisen , in denen die Existenz der Dynastie auf dem Spiel stand : 1967 , als er im iraelisch-arabischen `` Blitzkrieg '' die palästinensische Westhälfte seines `` Reiches '' einschließlich der Altstadt von Jerusalem verlor , und im `` Schwarzen September '' 1970 , während des beinahe tödlichen Sturmes der PLO-Fedajiin auf die jordanische Monarchie . ;;1;1;0;0;0;66
s21763;Er unterwühlt Deiche und Uferböschungen und muß deshalb , so bestimmt es das Pflanzenschutzgesetz des Bundes , `` bekämpft '' werden , wo immer man ihn trifft . ;;Er unterwühlt Deiche und Uferböschungen und er_f muß deshalb , so bestimmt es das Pflanzenschutzgesetz des Bundes , `` bekämpft '' werden , wo immer man ihn trifft . ;;;1;0;0;0;0;28
s44056;Er verkaufte fünf Prozent und hält damit nur noch 9,9 Prozent . ;;Er verkaufte fünf Prozent und er_f hält damit nur noch 9,9 Prozent . ;Er verkaufte fünf Prozent und hält damit nur noch 9,9 Prozent . ;;1;0;0;0;0;12
s40614;Er verlor 63,48 Zähler und landete zum Schluß des Parketthandels bei 3992,38 Punkten . ;;Er verlor 63,48 Zähler und er_f landete zum Schluß des Parketthandels bei 3992,38 Punkten . ;Er verlor 63,48 Zähler und landete zum Schluß des Parketthandels bei 3992,38 Punkten . ;;1;0;0;0;0;14
s48937;Er verschlang regelrecht Bücher und nannte das `` haltloses Prosasaufen '' . ;;Er verschlang regelrecht Bücher und er_f nannte das `` haltloses Prosasaufen '' . ;Er verschlang regelrecht Bücher und nannte das `` haltloses Prosasaufen '' . ;;1;0;0;0;0;12
s46199;Er versteckte Courbet hinter Masson , Masson wiederum hinter grünen Samtvorhängen . ;;Er versteckte Courbet hinter Masson , er_fg versteckte_fg Masson wiederum hinter grünen Samtvorhängen . ;;;0;0;1;0;0;12
s46313;Er vertraute in Tieta do Agreste allzu sehr auf die spekulativen Elemente der literarischen Vorlage von Jorge Amado , auf die Musik des populären Caetano Veloso , die Sinnlichkeit von Sonia Braga und die Schönheit brasilianischer Strandlandschaft , rührte ein bißchen Umweltschutz und Bodenspekulation darunter , um auch politische Emotionen zu erwecken , vergaß aber völlig , daß bei ihm früher Film etwas mit Form zu tun hatte und nicht nur der Illustrierung diente - und setzte so zehn Millionen Mark in den heißen Sand . ;;Er vertraute in Tieta do Agreste allzu sehr auf die spekulativen Elemente der literarischen Vorlage von Jorge Amado , er_fg vertraute_fg in_fg Tieta_fg do_fg Agreste_fg allzu_fg sehr_fg auf die Musik des populären Caetano Veloso , die Sinnlichkeit von Sonia Braga und die Schönheit brasilianischer Strandlandschaft , er_f rührte ein bißchen Umweltschutz und Bodenspekulation darunter , um auch politische Emotionen zu erwecken , er_f vergaß aber völlig , daß bei ihm früher Film etwas mit Form zu tun hatte und daß_f bei_f ihm_f früher_f Film_f nicht nur der Illustrierung diente - und er_f setzte so zehn Millionen Mark in den heißen Sand . ;;;1;0;1;0;0;86
s33581;Er wandte sich gegen ein verringertes Engagement der US-Armee in Europa und warnte vor einer Isolierung Osteuropas . ;;Er wandte sich gegen ein verringertes Engagement der US-Armee in Europa und er_f warnte vor einer Isolierung Osteuropas . ;Er wandte sich gegen ein verringertes Engagement der US-Armee in Europa und warnte vor einer Isolierung Osteuropas . ;;1;0;0;0;0;18
s24342;Er war in diesem Jahr als Leiter der Suchkommission für die Inkarnation des Pantschen Lama eingesetzt worden und fungiert als stellvertretender Vorsitzender des Demokratischen Verwaltungskomitees des Klosters Tashilhunpo , der Pantschen-Lama-Residenz in der Stadt Shigatse . ;;Er war in diesem Jahr als Leiter der Suchkommission für die Inkarnation des Pantschen Lama eingesetzt worden und er_f fungiert als stellvertretender Vorsitzender des Demokratischen Verwaltungskomitees des Klosters Tashilhunpo , der Pantschen-Lama-Residenz in der Stadt Shigatse . ;;;1;0;0;0;0;36
s6062;Er war und blieb eine moralisch integre Figur , ein Mann der Weltenharmonie - in dissonanzenreicher Zeit . ;;Er war eine_b moralisch_b integre_b Figur_b ,_b ein_b Mann_b der_b Weltenharmonie_b -_b in_b dissonanzenreicher_b Zeit_b und er_f blieb eine moralisch integre Figur , ein Mann der Weltenharmonie - in dissonanzenreicher Zeit . ;Er war und blieb eine moralisch integre Figur , ein Mann der Weltenharmonie - in dissonanzenreicher Zeit . ;;1;0;0;1;0;18
s4343;Er war wesentlich am Aufbau einer eigenen israelischen Rüstungsindustrie beteiligt , arbeitete als Einwanderungs- , Transport- , und Verteidigungsminister und nach Rabins erzwungenem Rücktritt 1977 für kurze 40 Tage auch als Regierungschef . ;;Er war wesentlich am Aufbau einer eigenen israelischen Rüstungsindustrie beteiligt , er_f arbeitete als Einwanderungs- , Transport- , und Verteidigungsminister und er_fg arbeitete_fg nach Rabins erzwungenem Rücktritt 1977 für kurze 40 Tage auch als Regierungschef . ;;;1;0;1;0;0;33
s25397;Er warnte , `` die Profilierung gegen die eigene Partei '' erziele zwar die größte Aufmerksamkeit , richte aber auch die `` größten Niederlagen '' an : ;;Er warnte , `` die Profilierung gegen die eigene Partei '' erziele zwar die größte Aufmerksamkeit , ``_f die_f Profilierung_f gegen_f die_f eigene_f Partei_f ''_f richte aber auch die `` größten Niederlagen '' an : ;;;1;0;0;0;0;27
s25260;Er warnte , `` die Profilierung gegen die eigene Partei '' erziele zwar die größte Aufmerksamkeit , richte aber auch die `` größten Niederlagen '' an : ;;Er warnte , `` die Profilierung gegen die eigene Partei '' erziele zwar die größte Aufmerksamkeit , ``_f die_f Profilierung_f gegen_f die_f eigene_f Partei_f ''_f  richte aber auch die `` größten Niederlagen '' an : ;;;1;0;0;0;0;27
s36408;Er weilte zum ersten Mal in der vor einer Woche von den israelischen Truppen geräumten Stadt und leitete dort eine Kabinettssitzung der Autonomiebehörde . ;;Er weilte zum ersten Mal in der vor einer Woche von den israelischen Truppen geräumten Stadt und er_f leitete dort eine Kabinettssitzung der Autonomiebehörde . ;;;1;0;0;0;0;24
s47890;Er weiß nicht , `` ob eine erneute Zähmung des Kapitalismus möglich ist '' , sieht dafür `` noch '' kein SPD-Konzept , das ihn überzeugt . ;;Er weiß nicht , `` ob eine erneute Zähmung des Kapitalismus möglich ist '' , er_f sieht dafür `` noch '' kein SPD-Konzept , das ihn überzeugt . ;;;1;0;0;0;0;27
s33904;Er will weiter verhandeln , ließ aber keinen Zweifel daran , daß die Evangelische Kirche ganz im Sinne Luthers `` für die Freiheit aller '' - Gläubiger wie Nichtgläubiger - an Brandenburgs Schulen streiten werde . ;;Er will weiter verhandeln , er_f ließ aber keinen Zweifel daran , daß die Evangelische Kirche ganz im Sinne Luthers `` für die Freiheit aller '' - Gläubiger wie Nichtgläubiger - an Brandenburgs Schulen streiten werde . ;;;1;0;0;0;0;36
s26741;Er wird sich fortan bei dem Paar einnisten und den nach einem Sturz vom Dach dem Alkohol verfallenden Zinkarbeiter ins Delirium , die Wäscherin ins Elend treiben . ;;Er wird sich fortan bei dem Paar einnisten und er_fg wird_fg den nach einem Sturz vom Dach dem Alkohol verfallenden Zinkarbeiter ins Delirium treiben_b , er_fg wird_fg  die Wäscherin ins Elend treiben . ;;;0;0;1;1;0;28
s20879;Er wolle in den Parteivorstand gewählt werden , sagte er laut ap dem Springer-Blatt Bild am Sonntag , aber `` nicht um jeden Preis '' . ;LDG MAIN Stripping;Er wolle in den Parteivorstand gewählt werden , sagte er laut ap dem Springer-Blatt Bild am Sonntag , aber `` er_g wolle_g nicht um jeden Preis in_g den_g Parteivorstand_g gewählt_g werden_g  '' . ;;;0;1;0;0;0;26
s34720;Er zeigt , er läßt teilnehmen , er gewährt keinen Sicherheitsabstand und fällt kein Urteil . ;Nicht optimales CCE;Er zeigt , er läßt teilnehmen , er gewährt keinen Sicherheitsabstand und er_f fällt kein Urteil . ;Er zeigt , er läßt teilnehmen , er gewährt keinen Sicherheitsabstand und fällt kein Urteil . ;;1;0;0;0;0;16
s32862;Er zeigte , daß Brustkrebspatientinnen deutlich länger und besser leben , wenn sie sich in einer Gruppe oder der Familie gut aufgehoben fühlen , wenn Isolation aufgebrochen , eine Atmosphäre für offene Gespräche und die Möglichkeit gegeben ist , Ängste zu äußern . ;;Er zeigte , daß Brustkrebspatientinnen deutlich länger leben_b und daß_f Brustkrebspatientinnen_f deutlich_f besser leben , wenn sie sich in einer Gruppe oder der Familie gut aufgehoben fühlen , wenn Isolation aufgebrochen ist_b , wenn_f eine Atmosphäre für offene Gespräche gegeben_b ist_b und wenn_f die Möglichkeit gegeben ist , Ängste zu äußern . ;Er zeigte , daß Brustkrebspatientinnen deutlich länger und deutlich besser leben , wenn sie sich in einer Gruppe oder der Familie gut aufgehoben fühlen , wenn Isolation aufgebrochen ist_b , wenn_f eine Atmosphäre für offene Gespräche gegeben_b ist_b und wenn_f die Möglichkeit gegeben ist , Ängste zu äußern . ;;1;0;0;1;0;43
s1102;Er zeigte Verständnis für die Sorgen in Europa über die japanischen Überschüsse , bat aber angesichts der abflauenden Konjunktur in seiner Heimat um Geduld , bis die Probleme wirksam in Angriff genommen werden könnten . ;;Er zeigte Verständnis für die Sorgen in Europa über die japanischen Überschüsse , er_f bat aber angesichts der abflauenden Konjunktur in seiner Heimat um Geduld , bis die Probleme wirksam in Angriff genommen werden könnten . ;;;1;0;0;0;0;35
